Label,Data,text_length,clean,clean_sentence,clean_sentence_length
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,27,"['today', 'voda', 'number', 'ending', 'selected', 'receive', 'award', 'match', 'please', 'call', 'quoting', 'claim', 'computer', 'program', 'course', 'rate', 'application', 'computer', 'program']",today voda number ending selected receive award match please call quoting claim computer program course rate application computer program,19
ham,I am going to sao mu today. Will be done only at 12 ,14,"['going', 'sao', 'multi', 'user', 'today', 'finished']",going sao multi user today finished,6
ham,ÌÏ predict wat time Ì_'ll finish buying?,7,"['predict', 'time', 'finish', 'buying']",predict time finish buying,4
ham,"Good stuff, will do.",4,"['good', 'stuff']",good stuff,2
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",46,"['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'anything', 'first', 'place', 'apologise']",knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise,18
ham,Are you there in room.,5,['room'],room,1
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,27,"['hello', 'hi', 'girl', 'u', 'hope', 'del', 'bak', 'long', 'time', 'offence', 'c', 'give', 'call', 'time', 'lucyxx']",hello hi girl u hope del bak long time offence c give call time lucyxx,15
ham,K..k:)how much does it cost?,5,"['k', 'k', 'much', 'cost']",k k much cost,4
ham,I'm home.,2,['home'],home,1
ham,"Dear, will call Tmorrow.pls accomodate.",5,"['dear', 'call', 'tmorrow', 'pls', 'accomodate']",dear call tmorrow pls accomodate,5
ham,First answer my question.,4,"['first', 'answer', 'question']",first answer question,3
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,25,"['sunshine', 'quiz', 'weekly', 'q', 'win', 'top', 'sony', 'digital', 'versatile', 'disc', 'player', 'know', 'country', 'algarve', 'message', 'ansr', 'sptyrone']",sunshine quiz weekly q win top sony digital versatile disc player know country algarve message ansr sptyrone,17
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,28,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', 'mob', 'join', 'uk', 'largest', 'dogging', 'two', 'connected', 'computer', 'bittorrent', 'txting', 'gravel', 'nt', 'eca', 'p', 'msg']",want get laid tonight want real dogging location sent direct mob join uk largest dogging two connected computer bittorrent txting gravel nt eca p msg,25
ham,I only haf msn. It's yijue@hotmail.com,6,"['haf', 'msn', 'yijue', 'com']",haf msn yijue com,4
ham,He is there. You call and meet him,8,"['call', 'meet']",call meet,2
ham,No no. I will check all rooms befor activities,9,"['offence', 'check', 'room', 'befor', 'activity']",offence check room befor activity,5
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,32,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', 'get', 'nothing', 'must', 'age', 'verify', 'yea', 'right', 'two', 'connected', 'computer', 'try']",youll rcv msg chat svc free hardcore service text go get nothing must age verify yea right two connected computer try,21
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,20,"['got', 'c', 'lazy', 'type', 'forgot', 'lect', 'saw', 'pouch', 'like', 'nice']",got c lazy type forgot lect saw pouch like nice,10
ham,"K, text me when you're on the way",8,"['k', 'text']",k text,2
ham,"Sir, Waiting for your mail.",5,"['sir', 'waiting', 'mail']",sir waiting mail,3
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",26,"['sweat', 'thought', 'nver', 'get', 'tired', 'little', 'thing', 'lovable', 'person', 'coz', 'somtimes', 'little', 'thing', 'occupy', 'biggest', 'part', 'heart', 'good', 'ni']",sweat thought nver get tired little thing lovable person coz somtimes little thing occupy biggest part heart good ni,19
ham,I know you are. Can you pls open the back?,10,"['know', 'please', 'open', 'back']",know please open back,4
ham,Yes see ya not on the dot,7,"['yes', 'see', 'damage', 'time']",yes see damage time,4
ham,Whats the staff name who is taking class for us?,10,"['whats', 'staff', 'name', 'taking', 'cool', 'u']",whats staff name taking cool u,6
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",29,"['freemsg', 'havent', 'replied', 'text', 'randy', 'sexy', 'female', 'exciting', 'local', 'love', 'hear', 'u', 'netcollex', 'live', 'p', 'per', 'message', 'reply', 'stop', 'end']",freemsg havent replied text randy sexy female exciting local love hear u netcollex live p per message reply stop end,20
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,15,"['ummma', 'call', 'check', 'life', 'begin', 'qatar', 'please', 'pray', 'hard']",ummma call check life begin qatar please pray hard,9
ham,K..i deleted my contact that why?,6,"['k', 'deleted', 'contact']",k deleted contact,3
ham,Sindu got job in birla soft ..,7,"['sindu', 'got', 'job', 'birla', 'powdered', 'cocaine']",sindu got job birla powdered cocaine,6
ham,The wine is flowing and i'm i have nevering..,9,"['wine', 'flowing', 'nevering']",wine flowing nevering,3
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,15,"['yes', 'thk', 'cine', 'better', 'offence', 'need', 'go', 'plaza', 'mah']",yes thk cine better offence need go plaza mah,9
ham,Ok... Ur typical reply...,4,"['ok', 'typical', 'reply']",ok typical reply,3
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,26,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'division', 'gang', 'callertune', 'caller', 'press', 'copy', 'friend', 'callertune']",per request melle melle oru minnaminunginte nurungu vettam division gang callertune caller press copy friend callertune,16
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",80,"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",everywhere dirt floor window even shirt sometimes open mouth come flowing dream world without half chore time joy lot tv show see guess like thing must exist like rain hail mist time done become one,35
ham,Aaooooright are you at work?,5,"['aaooooright', 'work']",aaooooright work,2
ham,I'm leaving my house now...,5,"['leaving', 'house']",leaving house,2
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",33,"['hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meare', 'missing']",hello love get interview today happy good boy think meare missing,11
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,19,"['customer', 'service', 'annoncement', 'new', 'year', 'delivery', 'waiting', 'please', 'call', 'arrange', 'delivery']",customer service annoncement new year delivery waiting please call arrange delivery,11
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,27,"['winner', 'specially', 'selected', 'receive', 'cash', 'holiday', 'flight', 'incoming', 'speak', 'exciting', 'operator', 'claim']",winner specially selected receive cash holiday flight incoming speak exciting operator claim,12
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,24,"['keep', 'something', 'someone', 'good', 'need', 'miss', 'already', 'envy', 'everyone', 'see', 'real', 'life']",keep something someone good need miss already envy everyone see real life,12
ham,New car and house for my parents.:)i have only new job in hand:),13,"['new', 'car', 'house', 'parent', 'new', 'job', 'hand']",new car house parent new job hand,7
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,19,"['love', 'excited', 'day', 'spend', 'make', 'happy']",love excited day spend make happy,6
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,24,"['pls', 'stop', 'bootydelious', 'f', 'inviting', 'friend', 'reply', 'yes', 'see', 'stop', 'send', 'stop', 'frnd']",pls stop bootydelious f inviting friend reply yes see stop send stop frnd,13
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",30,"['bangbabes', 'order', 'way', 'receive', 'service', 'message', 'download', 'content', 'goto', 'wap', 'bangb', 'tv', 'mobile', 'internetservice', 'menu']",bangbabes order way receive service message download content goto wap bangb tv mobile internetservice menu,15
ham,I place all ur points on e cultures module already.,10,"['place', 'point', 'ecstasy', 'culture', 'module', 'already']",place point ecstasy culture module already,6
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,27,"['urgent', 'whatever', 'trying', 'contact', 'last', 'weekend', 'cannabis', 'show', 'prize', 'guaranteed', 'call', 'claim', 'computer', 'program', 'valid', 'hr']",urgent whatever trying contact last weekend cannabis show prize guaranteed call claim computer program valid hr,16
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",13,"['hello', 'frnd', 'best', 'avoid', 'missunderstding', 'beloved', 'one']",hello frnd best avoid missunderstding beloved one,7
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,14,"['great', 'escape', 'fancy', 'bridge', 'need', 'lager', 'see', 'tomorrow']",great escape fancy bridge need lager see tomorrow,8
ham,Yes :)it completely in out of form:)clark also utter waste.,10,"['yes', 'completely', 'form', 'clark', 'also', 'utter', 'waste']",yes completely form clark also utter waste,7
ham,"Sir, I need AXIS BANK account no and bank address.",10,"['sir', 'need', 'axis', 'bank', 'account', 'offence', 'bank', 'address']",sir need axis bank account offence bank address,8
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",21,"['hmmm', 'thk', 'sure', 'got', 'time', 'heroin', 'ard', 'ya', 'go', 'free', 'abt', 'muz', 'call', 'discus', 'liao']",hmmm thk sure got time heroin ard ya go free abt muz call discus liao,15
ham,What time you coming down later? ,7,"['time', 'coming', 'later']",time coming later,3
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",22,"['bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'mentally', 'retarded', 'cool', 'tight', 'etc', 'give', 'clue', 'spanish', 'begin']",bloody hell cant believe forgot surname mentally retarded cool tight etc give clue spanish begin,15
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",11,"['well', 'going', 'finish', 'bath', 'good', 'fine', 'night']",well going finish bath good fine night,7
ham,Let me know when you've got the money so carlos can make the call,14,"['let', 'know', 'youve', 'got', 'money', 'carlos', 'make', 'call']",let know youve got money carlos make call,8
ham,U still going to the mall?,6,"['still', 'going', 'mall']",still going mall,3
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",31,"['turn', 'friend', 'staying', 'whole', 'show', 'wont', 'back', 'denotes', 'sarcasm', 'feel', 'free', 'go', 'ahead', 'smoke', 'dollar', 'worth']",turn friend staying whole show wont back denotes sarcasm feel free go ahead smoke dollar worth,16
ham,Text her. If she doesnt reply let me know so i can have her log in,16,"['text', 'doesnt', 'reply', 'let', 'know', 'log']",text doesnt reply let know log,6
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,25,"['hi', 'spoke', 'maneesha', 'v', 'wed', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",hi spoke maneesha v wed like know satisfied experience reply toll free yes,13
